Heading,Link,Summary,Date
Education policy: NCERT discusses theme of Indian ancient knowledge in national meet,http://economictimes.indiatimes.com/industry/services/education/education-policy-ncert-discusses-theme-of-indian-ancient-knowledge-in-national-meet/articleshow/50279936.cms,A senior NCERT official said theme on ancient knowledge system has also made its way to the apex national committee that will finalise the policy by early 2016.,"Dec 22, 2015, 12:44 PM IST"
"Women outnumber men for  Post Graduate, M Phil courses",http://economictimes.indiatimes.com/industry/services/education/women-outnumber-men-for-post-graduate-m-phil-courses/articleshow/50340818.cms,"This ratio, however, changes at the post graduate level where the number of women is higher at 51 percent against 49 per cent men.","Dec 27, 2015, 12:23 PM IST"
'Indian Universities should improve quality of teaching',http://economictimes.indiatimes.com/industry/services/education/indian-universities-should-improve-quality-of-teaching/articleshow/50287032.cms,"Vice-Chancellor of University of Technology, Papua New Guinea, Dr Albert Schram suggested that Indian universities must improve the quality of teaching, research and extension on par with global standards.","Dec 22, 2015, 09:44 PM IST"
Indian higher education centres must proactively highlight credentials: Pranab Mukherjee,http://economictimes.indiatimes.com/industry/services/education/indian-higher-education-centres-must-proactively-highlight-credentials-pranab-mukherjee/articleshow/50282828.cms,"He said that the newer universities, through a sustained effort at better academic management, can soon be in the reckoning in global rankings.","Dec 22, 2015, 04:09 PM IST"
VIBHA to launch portal for inspiring youth to be innovative,http://economictimes.indiatimes.com/industry/services/education/vibha-to-launch-portal-for-inspiring-youth-to-be-innovative/articleshow/50284008.cms,Vijnana Bharati (VIBHA) will soon launch the nation's first portal that would motivate young students to dabble in innovations and take science as a career option.,"Dec 22, 2015, 05:37 PM IST"
American University announces APJ Abdul Kalam Fellowship for Indian students,http://economictimes.indiatimes.com/industry/services/education/american-university-announces-apj-abdul-kalam-fellowship-for-indian-students/articleshow/50230136.cms,"Fellowship worth $156,000 will be awarded to deserving candidates from India wishing to pursue PhD study at the University of South Florida.","Dec 18, 2015, 12:40 PM IST"
"Advised to pass my term quietly, not an option for me: Valson Thampu",http://economictimes.indiatimes.com/industry/services/education/advised-to-pass-my-term-quietly-not-an-option-for-me-valson-thampu/articleshow/50253652.cms,"Thampu has been quite vocal in his allegations about the college being subjected to a ""harassment"" by certain alumni and teachers.","Dec 20, 2015, 12:09 PM IST"
More number of foreign students came to India this year: Smriti Irani,http://economictimes.indiatimes.com/industry/services/education/more-number-of-foreign-students-came-to-india-this-year-smriti-irani/articleshow/50267772.cms,"Irani, while replying to a written question in Lok Sabha, also said, there is no definite trend about the number of foreign students coming to the country.","Dec 21, 2015, 04:04 PM IST"
"Centre should establish more IITs: Paari Vendhar, SRM Varsity Chancellor",http://economictimes.indiatimes.com/industry/services/education/centre-should-establish-more-iits-paari-vendhar-srm-varsity-chancellor/articleshow/50267168.cms,Paari Vendhar said that the Centre should set up more IITs and such technical institutes to allow maximum number of students gain quality education.,"Dec 21, 2015, 03:29 PM IST"
63 students failed in IITs in last session: Smriti Irani,http://economictimes.indiatimes.com/industry/services/education/63-students-failed-in-iits-in-last-session-smriti-irani/articleshow/50268734.cms,"Sixty-three students failed to secure the prescribed minimum grade in six Indian Institutes of Technology (IIT) during 2014-15 session, Lok Sabha was informed today.","Dec 21, 2015, 05:12 PM IST"
Simplilearn to launch Online Classroom Flexi-Pass,http://economictimes.indiatimes.com/industry/services/education/simplilearn-to-launch-online-classroom-flexi-pass/articleshow/50231345.cms,"The product allows learners to attend unlimited real-time face-to-face online sessions with world class trainers, unbound of their geographies and time-zones.","Dec 18, 2015, 02:19 PM IST"
Delhi government fixes upper age limit of 4 years for nursery admission,http://economictimes.indiatimes.com/industry/services/education/delhi-government-fixes-upper-age-limit-of-4-years-for-nursery-admission/articleshow/50236672.cms,Delhi government has fixed an upper age limit to be followed by private unaided schools for admission to entry level classes with the maximum age for nursery admissions being set at four years.,"Dec 18, 2015, 09:00 PM IST"
DU students get corporate governance tips from Naryana Murthy,http://economictimes.indiatimes.com/industry/services/education/du-students-get-corporate-governance-tips-from-naryana-murthy/articleshow/50237214.cms,DU students today received lessons of good corporate governance from Narayana Murthy who stressed on importance of accountability to every stakeholder.,"Dec 19, 2015, 12:00 AM IST"
NIIT expands Europe presence with Norway office,http://economictimes.indiatimes.com/industry/services/education/niit-expands-europe-presence-with-norway-office/articleshow/50230106.cms,"Devenderjit Chadha, senior VP learning delivery at NIIT said, “As a national center for higher education and finance, Bergen is a city of choice for us.”","Dec 18, 2015, 12:37 PM IST"
Harvard University’s public health school opening centre in Mumbai,http://economictimes.indiatimes.com/industry/services/education/harvard-universitys-public-health-school-opening-centre-in-mumbai/articleshow/50230919.cms,"The new centre located in the Piramal Tower Annexe is the first in South Asia, the space for which has been provided by Harvard alumni: Swati Piramal.","Dec 18, 2015, 01:45 PM IST"
IIM-Bangalore director Sushil Vachani granted no extension,http://economictimes.indiatimes.com/industry/services/education/iim-bangalore-director-sushil-vachani-granted-no-extension/articleshow/50210743.cms,A search-cum-selection committee will now be set up to appoint a new director and IIM-Bangalore has asked the HRD ministry to pick its nominee for the committee.,"Dec 17, 2015, 04:00 AM IST"
Hippocampus Learning Centres to open 500 pre-schools in rural areas by June,http://economictimes.indiatimes.com/industry/services/education/hippocampus-learning-centres-to-open-500-pre-schools-in-rural-areas-by-june/articleshow/50195068.cms,Malhotra said education at LKG and UKG levels is not as regulated as formal schooling covered by the government system.,"Dec 16, 2015, 04:42 AM IST"
"Time for rethink for Christ, Jain varsities as they score 'B'",http://economictimes.indiatimes.com/industry/services/education/time-for-rethink-for-christ-jain-varsities-as-they-score-b/articleshow/50197508.cms,Christ College received A+ grading in 2005 and Jain College got 3.8 out of four in 2008. The latest ratings have left faculty members in both universities disappointed.,"Dec 16, 2015, 10:46 AM IST"
New medical colleges to come up in 58 districts: JP Nadda,http://economictimes.indiatimes.com/industry/services/education/new-medical-colleges-to-come-up-in-58-districts-jp-nadda/articleshow/50188082.cms,"New medical colleges will be set up in 58 districts, resulting in an increase of 5,800 MBBS seats in the country, the Parliament was informed today.","Dec 15, 2015, 05:30 PM IST"
IISc's Infosys Chair finds no 'fit' candidates from Indian varsities,http://economictimes.indiatimes.com/industry/services/education/iiscs-infosys-chair-finds-no-fit-candidates-from-indian-varsities/articleshow/50214747.cms,The tenure of the visiting professors for the Chair had to be cut to three months from the original period of one year.,"Dec 17, 2015, 11:08 AM IST"
"UGC to rank all universities, irks watchdogs",http://economictimes.indiatimes.com/industry/services/education/ugc-to-rank-all-universities-irks-watchdogs/articleshow/50214542.cms,"The move has created confusion among educationists in Karnataka. Just a few months ago, they point out, the Karnataka State Higher Education Council had decided to rank and rate universities.","Dec 17, 2015, 10:54 AM IST"
Recognise CBSE-offered computer courses for admission: UGC to varsities,http://economictimes.indiatimes.com/industry/services/education/recognise-cbse-offered-computer-courses-for-admission-ugc-to-varsities/articleshow/50209090.cms,The announcement comes as a relief to students facing troubles taking admissions to undergraduate programmes for having studied Informatics Practices in Class XII.,"Dec 16, 2015, 10:38 PM IST"
SC to hear plea on abolition of quota in Sanskriti School,http://economictimes.indiatimes.com/industry/services/education/sc-to-hear-plea-on-abolition-of-quota-in-sanskriti-school/articleshow/50191505.cms,The SC agreed to hear tomorrow a plea of Centre challenging the Delhi HC decision setting aside the 60% quota in the prestigious Sanskriti School.,"Dec 15, 2015, 09:30 PM IST"
IIM-B to host conference on business analytics and intelligence,http://economictimes.indiatimes.com/industry/services/education/iim-b-to-host-conference-on-business-analytics-and-intelligence/articleshow/50189326.cms,"The conference will have delegates comprising of professors, scientists and managers from different academic and research institutes","Dec 15, 2015, 06:54 PM IST"
India enters Guinness Book for conducting world's largest practical lesson,http://economictimes.indiatimes.com/industry/services/education/india-enters-guinness-book-for-conducting-worlds-largest-practical-lesson/articleshow/50209635.cms,"2,000 students from schools across the national capital who attempted to conduct 'world's largest practical science lesson' at Indian Institute of Technology (IIT) last week have entered Guinness Book for World Records.","Dec 16, 2015, 11:07 PM IST"
O P Longia new national president of IIMM,http://economictimes.indiatimes.com/industry/services/education/o-p-longia-new-national-president-of-iimm/articleshow/50169721.cms,The Indian Institute of Materials Management (IIMM) has elected senior supply chain professional O P Longia as its new National President.,"Dec 14, 2015, 12:59 PM IST"
Indian universities not in global ranking due to criteria followed: Smriti Irani,http://economictimes.indiatimes.com/industry/services/education/indian-universities-not-in-global-ranking-due-to-criteria-followed-smriti-irani/articleshow/50170587.cms,HRD Minister Smriti Irani told the Lok Sabha that the government is coming out with a system for ranking of institutions based on objective criteria.,"Dec 14, 2015, 02:10 PM IST"
HRD Ministry ties up with Tata Group firms to set up IIITs under PPP mode,http://economictimes.indiatimes.com/industry/services/education/hrd-ministry-ties-up-with-tata-group-firms-to-set-up-iiits-under-ppp-mode/articleshow/50151966.cms,"The HRD Ministry signed a MoU with private players for setting up of three IIITs in Ranchi, Nagpur and Pune on public-private partnership (PPP) mode.","Dec 12, 2015, 06:31 PM IST"
No paper admit cards for civil services main exam: UPSC,http://economictimes.indiatimes.com/industry/services/education/no-paper-admit-cards-for-civil-services-main-exam-upsc/articleshow/50158099.cms,"No paper admit card will be issued for this year's civil services main examination, scheduled to begin from Friday, the Union Public Service Commission (UPSC) has said.","Dec 13, 2015, 11:01 AM IST"
Engineering colleges have cut 1.3 lakh seats since 2013-14,http://economictimes.indiatimes.com/industry/services/education/engineering-colleges-have-cut-1-3-lakh-seats-since-2013-14/articleshow/50134158.cms,"In the three years between 2013-14 and 2015-16, engineering colleges have reduced the number of seats by a staggering 1.3 lakh.","Dec 11, 2015, 11:50 AM IST"
Queen Mary University and Jindal Global University sign MoU on South Asia research university network,http://economictimes.indiatimes.com/industry/services/education/queen-mary-university-and-jindal-global-university-sign-mou-on-south-asia-research-university-network/articleshow/50136039.cms,"QMUL and JGU have signed a MoU to facilitate collaboration between emergent research universities in South Asia for teaching, academic and research activities.","Dec 11, 2015, 02:04 PM IST"
Juniper Networks to provide network infrastructure to Ashoka University,http://economictimes.indiatimes.com/industry/services/education/juniper-networks-to-provide-network-infrastructure-to-ashoka-university/articleshow/50170356.cms,Juniper Networks today announced that Ashoka University has selected Juniper Networks to provide the network infrastructure.,"Dec 14, 2015, 01:51 PM IST"
"Funds won’t be a constraint for GIAN project, says government",http://economictimes.indiatimes.com/industry/services/education/funds-wont-be-a-constraint-for-gian-project-says-government/articleshow/50129620.cms,"Funding will not be a constraint for the Global Initiative of Academic Networks project, which is aimed at strengthening research collaborations.","Dec 11, 2015, 04:17 AM IST"
Bihar to use Facebook to help Class 10 students,http://economictimes.indiatimes.com/industry/services/education/bihar-to-use-facebook-to-help-class-10-students/articleshow/50127884.cms,"Bihar will use social network Facebook to help students appearing for the Class 10 matriculation examinations, to solve their doubts and questions and communicate vital information for stress-free preparation, state Education Minister Ashok Choudhary said on Thursday.","Dec 10, 2015, 10:20 PM IST"
Shishir Jaipuria group embarks on major expansion drive in education sector,http://economictimes.indiatimes.com/industry/services/education/shishir-jaipuria-group-embarks-on-major-expansion-drive-in-education-sector/articleshow/50142053.cms,The Shishir Jaipuria group has embarked on a major expansion drive in the education sector and aims to have about 30 schools across the country by 2022.,"Dec 11, 2015, 09:11 PM IST"
"8,000 programmers from top engineering colleges battle it out in mega Adobe Hackathon",http://economictimes.indiatimes.com/industry/services/education/8000-programmers-from-top-engineering-colleges-battle-it-out-in-mega-adobe-hackathon/articleshow/50110051.cms,Harshil Shah from IIT-Indore was awarded the winning prize of Rs 1.5 lakh. In second and third places were Anurag Anand from IIT-Kharagpur and Utkarsh Saxena from IIT-Indore.,"Dec 9, 2015, 07:49 PM IST"
Over 2.46 crore minority students got scholarships in three years,http://economictimes.indiatimes.com/industry/services/education/over-2-46-crore-minority-students-got-scholarships-in-three-years/articleshow/50096156.cms,The Centre awarded scholarships to more than 2.46 crore students belonging to minority communities between 2012-13 and 2014-15.,"Dec 8, 2015, 09:17 PM IST"
Don't commit higher education to WTO: Students urge Centre,http://economictimes.indiatimes.com/industry/services/education/dont-commit-higher-education-to-wto-students-urge-centre/articleshow/50096729.cms,"Scores of students from various varsities across the country including JNU, DU, Aligarh Muslim University, Jadhavpur and Allahabad Universities, are camping at Jantar Mantar in protest against proposed negotiations on higher education at the forthcoming WTO conference in Nairobi.","Dec 8, 2015, 09:52 PM IST"
2.43 crore students benefited from Central schemes for minorities,http://economictimes.indiatimes.com/industry/services/education/2-43-crore-students-benefited-from-central-schemes-for-minorities/articleshow/50109160.cms,"A total of 2.43 crore students including 1.24 crore girl students benefited from three Central schemes for youngsters from minority communities during the year 2012-13 to 2014-15, Lok Sabha was informed.","Dec 9, 2015, 06:36 PM IST"
India should focus on university education reforms: Prof Lawrence Summers,http://economictimes.indiatimes.com/industry/services/education/india-should-focus-on-university-education-reforms-prof-lawrence-summers/articleshow/50097605.cms,"India is paying inadequate attention to improving its university education system, and this could limit its potential to achieve high growth and inclusive development.","Dec 8, 2015, 10:52 PM IST"
"IITs, IIMs in bad position: Murli Manohar Joshi",http://economictimes.indiatimes.com/industry/services/education/iits-iims-in-bad-position-murli-manohar-joshi/articleshow/50107400.cms,Former HRD minister also suggested that the government should assess the country's technological power before introducing development schemes.,"Dec 9, 2015, 04:39 PM IST"
Careers360 acquires enrolment management platform NoPaperForms.com,http://economictimes.indiatimes.com/industry/services/education/careers360-acquires-enrolment-management-platform-nopaperforms-com/articleshow/50102621.cms,"""NoPaperForms acquisition will help Careers360 augment and strengthen its B2B clientele offering and help institutes spend smartly on digital media.","Dec 9, 2015, 11:02 AM IST"
IIMB Centre for Governance & Citizenship to host talk on organisational sustainability,http://economictimes.indiatimes.com/industry/services/education/iimb-centre-for-governance-citizenship-to-host-talk-on-organisational-sustainability/articleshow/50109745.cms,"The Centre for Corporate Governance and Citizenship at the Indian Institute of Management Bangalore (IIMB) will host a talk on organisational sustainability on December 15, with Mukund Rajan, member of the group executive council at Tata Sons as part of its Leaderspeak series.","Dec 9, 2015, 07:24 PM IST"
Nursery admissions to begin from Jan 1; no changes in process,http://economictimes.indiatimes.com/industry/services/education/nursery-admissions-to-begin-from-jan-1-no-changes-in-process/articleshow/50097325.cms,"The Delhi Government today notified the schedule for nursery admissions in the national capital, which will begin from January 1 with no deviation from the earlier process.","Dec 8, 2015, 10:37 PM IST"
"Bennett University: Times Group campus to start B Tech, MBA courses next year",http://economictimes.indiatimes.com/industry/services/education/bennett-university-times-group-campus-to-start-b-tech-mba-courses-next-year/articleshow/50096764.cms,"Times of India group is all set to launch its Bennett University next year in July at Greater Noida near Delhi, a top Bennett, Coleman & Company Ltd (BCCL) executive said.","Dec 8, 2015, 09:54 PM IST"
Ajmal National Rural Education Programme: Ray of hope for education in Assam's 'char' areas,http://economictimes.indiatimes.com/industry/services/education/ajmal-national-rural-education-programme-ray-of-hope-for-education-in-assams-char-areas/articleshow/50062343.cms,ANREM will focus on the 'char' villages as these account for one of the largest concentration of illiterate population in the state with 68 per cent of the dwellers being below the poverty line.,"Dec 6, 2015, 11:42 AM IST"
Centre plans to set up IIM in J&K,http://economictimes.indiatimes.com/industry/services/education/centre-plans-to-set-up-iim-in-jk/articleshow/50076745.cms,Irani said that all IITs and IIMs are operating in proper buildings though 9 IITs and 13 IIMs are functioning from temporary campuses.,"Dec 7, 2015, 04:55 PM IST"
Tata Trusts ties up with Khan Academy to offer free online education,http://economictimes.indiatimes.com/industry/services/education/tata-trusts-ties-up-with-khan-academy-to-offer-free-online-education/articleshow/50063539.cms,"The five year partnership will provide free, world- class education in Maths and Science for anyone who seeks it in India in local languages.","Dec 6, 2015, 02:20 PM IST"
"Tata Trusts, Khan Academy plan to deliver education online",http://economictimes.indiatimes.com/industry/services/education/tata-trusts-khan-academy-plan-to-deliver-education-online/articleshow/50069556.cms,"The five-year partnership will provide free, world-class education in math and science for anyone who seeks it in India in local languages.","Dec 7, 2015, 04:00 AM IST"
Zee Learn in talks with Tree House Education for consolidation,http://economictimes.indiatimes.com/industry/services/education/zee-learn-in-talks-with-tree-house-education-for-consolidation/articleshow/50038833.cms,"Zee Learn, Essel Group's education arm, today said its Board has accorded in-principle approval for exploring consolidation options.","Dec 4, 2015, 11:26 AM IST"
SP Jain School of Global Management to launch its second Mumbai campus in 2016,http://economictimes.indiatimes.com/industry/services/education/sp-jain-school-of-global-management-to-launch-its-second-mumbai-campus-in-2016/articleshow/50075828.cms,"SP Jain School of Global Management is now looking at opening another campus in Kohinoor City, near BKC, in early 2016.","Dec 7, 2015, 04:03 PM IST"
Genpact signs MoU with ICFAI Business School for research programme,http://economictimes.indiatimes.com/industry/services/education/genpact-signs-mou-with-icfai-business-school-for-research-programme/articleshow/50074490.cms,Genpact said it plans to conduct these sessions through its own subject matter experts and training partners providing both theoretical and practical experience.,"Dec 7, 2015, 02:27 PM IST"
Off-campus university centres without permits asked to shut down,http://economictimes.indiatimes.com/industry/services/education/off-campus-university-centres-without-permits-asked-to-shut-down/articleshow/50076169.cms,"UGC has asked institutions deemed to be universities which had started off-campus centres without prior permission, to close such centres.","Dec 7, 2015, 04:27 PM IST"
AICTE has proceeded against 132 engineering institutions,http://economictimes.indiatimes.com/industry/services/education/aicte-has-proceeded-against-132-engineering-institutions/articleshow/50076691.cms,"AICTE in 2015-16 has proceeded against 132 private engineering institutions which failed to act on norms laid down by it, the government today said.","Dec 7, 2015, 04:53 PM IST"
India does not look for ranking of universities by global agencies: Smriti Irani,http://economictimes.indiatimes.com/industry/services/education/india-does-not-look-for-ranking-of-universities-by-global-agencies-smriti-irani/articleshow/50074197.cms,HRD Minister Smriti Irani said the ranking of institutions by global agencies are based on research and infusion of foreign faculty.,"Dec 7, 2015, 01:55 PM IST"
Super 30 founding mathematician honoured in Germany,http://economictimes.indiatimes.com/industry/services/education/super-30-founding-mathematician-honoured-in-germany/articleshow/50001074.cms,Germany can attract talented Indian students through special scholarships so that they could continue their higher studies to contribute to the world's progress.,"Dec 1, 2015, 08:40 PM IST"
350 foreign academicians to teach in India under GIAN,http://economictimes.indiatimes.com/industry/services/education/350-foreign-academicians-to-teach-in-india-under-gian/articleshow/49999157.cms,More than 350 academicians from 38 countries are coming to teach in 68 Indian institutes under the national GIAN programme.,"Dec 1, 2015, 06:29 PM IST"
International Management Institute Delhi wraps up final placements in record three days,http://economictimes.indiatimes.com/industry/services/education/international-management-institute-delhi-wraps-up-final-placements-in-record-three-days/articleshow/49990235.cms,"Genpact was the largest recruiter on campus in terms of numbers, making a total of 18 offers, followed closely by ICICI Bank with 17.","Dec 1, 2015, 04:05 AM IST"
"IIM Bengaluru to host Innovation, IP Conference",http://economictimes.indiatimes.com/industry/services/education/iim-bengaluru-to-host-innovation-ip-conference/articleshow/49999490.cms,"IIM Bengaluru announced that it would host the first India Conference on Innovation, Intellectual Property and Competition on December 7-8.","Dec 1, 2015, 06:55 PM IST"
5 steps to revitalize India's higher education system,http://economictimes.indiatimes.com/industry/services/education/5-steps-to-revitalize-indias-higher-education-system/articleshow/49999095.cms,The gradual decline in global competitiveness can be attributed to a multitude of factors. Let me list some of the more important concerns and the way to redress them.,"Dec 1, 2015, 06:24 PM IST"
IIM Bangalore wins Tata Steel’s intellectual marathon Steel-a-thon,http://economictimes.indiatimes.com/industry/services/education/iim-bangalore-wins-tata-steels-intellectual-marathon-steel-a-thon/articleshow/49996090.cms,Tata Steel initiated ‘Steel-a-thon’ to connect with the young minds of B-schools and provide them with an opportunity to work on real-time challenges faced.,"Dec 1, 2015, 03:02 PM IST"
IIM-Trichy's PG programme in management gets CFA recognition,http://economictimes.indiatimes.com/industry/services/education/iim-trichys-pg-programme-in-management-gets-cfa-recognition/articleshow/49990249.cms,CFA Institute is a global association of investment professionals that sets the standard for professional excellence in the industry.,"Dec 1, 2015, 04:08 AM IST"
"Total enrolment of students in the country around 301.5 lakhs, says CII-Deloitte report",http://economictimes.indiatimes.com/industry/services/education/total-enrolment-of-students-in-the-country-around-301-5-lakhs-says-cii-deloitte-report/articleshow/50013107.cms,The CII-Deloitte report on ‘Annual Status of Higher Education of States and UTs in India 2015’ (ASHE 2015) was released today at the ‘5th Global University-Industry Congress 2015’.,"Dec 2, 2015, 05:33 PM IST"
How relevant are the global rankings for Indian universities?,http://economictimes.indiatimes.com/industry/services/education/how-relevant-are-the-global-rankings-for-indian-universities/articleshow/50010871.cms,Indian universities failed to find a place even in top 20 positions of BRICS and Emerging Economies Rankings 2015.,"Dec 2, 2015, 03:10 PM IST"
Sorry state: Only 54 of 810 top places of learning have women at helm,http://economictimes.indiatimes.com/industry/services/education/sorry-state-only-54-of-810-top-places-of-learning-have-women-at-helm/articleshow/49990851.cms,"India’s higher education lacks women academic leaders, according to a survey of 810 institutions that include the Indian Institutes of Technology and Indian Institutes of Management.","Dec 1, 2015, 06:57 AM IST"
AICTE to soon recognise distance learning engineering courses,http://economictimes.indiatimes.com/industry/services/education/aicte-to-soon-recognise-distance-learning-engineering-courses/articleshow/49937735.cms,Varsities offering engineering programmes through correspondence will soon be able to get accreditation from the All India Council for Technical Education.,"Nov 26, 2015, 07:47 PM IST"
Bengaluru to Host Women Technologists Conference,http://economictimes.indiatimes.com/industry/services/education/bengaluru-to-host-women-technologists-conference/articleshow/49907057.cms,Intel’s chief information officer Kimberly S Stevenson and Omidyar Network India’s managing director Roopa Kudva are the keynote speakers.,"Nov 24, 2015, 03:52 PM IST"
HRD Ministry sets up panel on Sanskrit,http://economictimes.indiatimes.com/industry/services/education/hrd-ministry-sets-up-panel-on-sanskrit/articleshow/49894883.cms,HRD ministry has constituted a 13-member expert panel headed by former CEC N Gopalaswami to deliberate on issues related to Sanskrit as part of its attempt to promote the language.,"Nov 23, 2015, 07:11 PM IST"
Indian professor Suresh Mittal at Purdue gets $1.5 million grant for Bird Flu vaccine research,http://economictimes.indiatimes.com/industry/services/education/indian-professor-suresh-mittal-at-purdue-gets-1-5-million-grant-for-bird-flu-vaccine-research/articleshow/49949324.cms,"According to the World Health Organization, the new H7N9 flu virus was found in China in 2013 and is responsible for 229 deaths and 665 cases as of May 2015.","Nov 27, 2015, 05:24 PM IST"
ET Young Leaders B-school Edition: 12 of 22 from tier-II towns; ten women make it to final,http://economictimes.indiatimes.com/industry/services/education/et-young-leaders-b-school-edition-12-of-22-from-tier-ii-towns-ten-women-make-it-to-final/articleshow/49899582.cms,The ET Young Leaders B-school edition is India’s largest such talent hunt of final-year students with leadership potential.,"Nov 24, 2015, 05:52 AM IST"
WNS partners NIIT University for training business analytics experts,http://economictimes.indiatimes.com/industry/services/education/wns-partners-niit-university-for-training-business-analytics-experts/articleshow/49908747.cms,"Eligibility criteria includes graduation with Mathematics as one of the subjects, followed by at least two years of work experience.","Nov 24, 2015, 06:03 PM IST"
City B-school pushes for anti-corruption as MBA course subject,http://economictimes.indiatimes.com/industry/services/education/city-b-school-pushes-for-anti-corruption-as-mba-course-subject/articleshow/49894475.cms,MBA students at Bangalore University’s Canara Bank School of Management will have anti-corruption as a subject from the next academic year.,"Nov 23, 2015, 06:39 PM IST"
"IIT Kharagpur, Bombay among top 100 varsities in the world: QS Ranking",http://economictimes.indiatimes.com/industry/services/education/iit-kharagpur-bombay-among-top-100-varsities-in-the-world-qs-ranking/articleshow/49955054.cms,"The top three universities in this ranking are Stanford University, Massachusetts Institute of Technology (MIT) and Harvard University.","Nov 28, 2015, 04:00 AM IST"
Drastic dip in foreign students coming to India,http://economictimes.indiatimes.com/industry/services/education/drastic-dip-in-foreign-students-coming-to-india/articleshow/49903741.cms,"The decline, some experts say , is a reflection of where Indian institutions stand globally.","Nov 24, 2015, 11:58 AM IST"
"Use of Delhi Public School name, logo by franchisees under High Court scanner",http://economictimes.indiatimes.com/industry/services/education/use-of-delhi-public-school-name-logo-by-franchisees-under-high-court-scanner/articleshow/49936927.cms,Delhi High Court has sought responses of the city government and CBSE on a PIL alleging that societies like Delhi Public School Society were indulging in commercialisation of education.,"Nov 26, 2015, 06:51 PM IST"
"UCC to celebrate George Boole’s bicentenary year at IIT Madras, looks to further India ties",http://economictimes.indiatimes.com/industry/services/education/ucc-to-celebrate-george-booles-bicentenary-year-at-iit-madras-looks-to-further-india-ties/articleshow/49844053.cms,"As part of the GB200 programme, UCC is holding a day-long symposium in Chennai on 20th November in collaboration with IIT Madras and the Institute of Mathematical Sciences.","Nov 19, 2015, 02:47 PM IST"
Valson Thampu proposes major amendments to St Stephen's constitution,http://economictimes.indiatimes.com/industry/services/education/valson-thampu-proposes-major-amendments-to-st-stephens-constitution/articleshow/49857498.cms,He has proposed giving a major say to the Church of North India (CNI) in the functioning of the college.,"Nov 20, 2015, 02:12 PM IST"
Platform for thought leaders: Yale University may reserve seat in Bengaluru for its India centre,http://economictimes.indiatimes.com/industry/services/education/platform-for-thought-leaders-yale-university-may-reserve-seat-in-bengaluru-for-its-india-centre/articleshow/49841217.cms,"The planned centre will be modelled on the lines of the Yale Centre in Beijing, China, that opened last year.","Nov 19, 2015, 11:10 AM IST"
New XLRI campus inaugurated by Tata Sons Chairman,http://economictimes.indiatimes.com/industry/services/education/new-xlri-campus-inaugurated-by-tata-sons-chairman/articleshow/49833159.cms,"Tata Sons Chairman Cyrus Mistry inaugurated a new campus of XLRI- Xavier School of Management, here in the presence of Tata Steel Managing Director (India and South East Asia).","Nov 18, 2015, 07:03 PM IST"
EU's Indian delegation to organise European virtual higher education fair for students,http://economictimes.indiatimes.com/industry/services/education/eus-indian-delegation-to-organise-european-virtual-higher-education-fair-for-students/articleshow/49832056.cms,Over 130 European higher education institutions from 23 European countries will participate in a first of its kind European Higher Education Virtual Fair to be held for Indian and South Asian students and institutions from 26-29 November.,"Nov 18, 2015, 05:34 PM IST"
Rajasthan to soon have premier National Institute of Design,http://economictimes.indiatimes.com/industry/services/education/rajasthan-to-soon-have-premier-national-institute-of-design/articleshow/49858669.cms,"Government has agreed to set up NID in Rajasthan, Commerce and Industry Minister Nirmala Sitharaman today said.","Nov 20, 2015, 03:48 PM IST"
"Karadi Path, an education services company, has raised $2.3 million from Pearson Affordable Learning Fund",http://economictimes.indiatimes.com/industry/services/education/karadi-path-an-education-services-company-has-raised-2-3-million-from-pearson-affordable-learning-fund/articleshow/49833258.cms,"City based Karadi Path, an education services company, has raised $2.3 million in a series A round of equity capital from Pearson Affordable Learning Fund.","Nov 18, 2015, 07:12 PM IST"
Da Vinci Learning launches HD educational channel in India,http://economictimes.indiatimes.com/industry/services/education/da-vinci-learning-launches-hd-educational-channel-in-india/articleshow/49831152.cms,'Da Vinci Learning' today launched its HD educational channel in the country in association with Raghav Bahl-promoted Quintillion Media.,"Nov 18, 2015, 04:25 PM IST"
Cyrus Mistry inaugurates new XLRI Campus,http://economictimes.indiatimes.com/industry/services/education/cyrus-mistry-inaugurates-new-xlri-campus/articleshow/49831614.cms,"The new XLRI campus, which is a contiguous extension of the existing Jamshedpur campus, is spread over an area of 7 acres.","Nov 18, 2015, 04:58 PM IST"
GIAN to help improve rankings of institutes like IITs; international faculty members to teach in India,http://economictimes.indiatimes.com/industry/services/education/gian-to-help-improve-rankings-of-institutes-like-iits-international-faculty-members-to-teach-in-india/articleshow/49852543.cms,"After decades of failing to make it to global rankings, IITs may have a brighter chance of doing so as theGIAN project gets underway.","Nov 20, 2015, 04:00 AM IST"
ICICI Bank Canada launches Student GIC program for students aspiring to study in Canada,http://economictimes.indiatimes.com/industry/services/education/icici-bank-canada-launches-student-gic-program-for-students-aspiring-to-study-in-canada/articleshow/49800911.cms,"Under the scheme, students applying for a study permit under the SPP, are required to invest in a GIC of Canadian $ 10,000 with a bank in Canada authorised to offer this facility.","Nov 16, 2015, 02:12 PM IST"
